Filing Date,Fund Manager,Fund Name,Fund CIK,Derivative Type,Notional Amount,Currency,Expiration Date,Counterparty,Unrealized Gain/Loss
2025-05-30,PIMCO FUNDS,PIMCO Moderate Duration Fund,0000810893,SWO,,USD,2025-04-24,,7391.67
2025-05-30,PIMCO FUNDS,PIMCO Moderate Duration Fund,0000810893,SWO,,USD,2025-04-24,,-11403.81
2025-05-30,PIMCO FUNDS,PIMCO Moderate Duration Fund,0000810893,SWO,,USD,2025-04-14,,5807.7
2025-05-30,PIMCO FUNDS,PIMCO Moderate Duration Fund,0000810893,SWO,,USD,2025-04-28,,-10139.31
2025-05-30,PIMCO FUNDS,PIMCO Moderate Duration Fund,0000810893,SWO,,USD,2025-04-10,,8507.16
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-14,,-89.42
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-08-01,,62171.76
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-14,,-117.32
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-07,,295.24
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-11,,149.1
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-14,,387.18
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-10-30,,-12567.69
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-14,,363.93
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-10,,3544.2
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-17,,92.11
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-28,,-1126.59
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-10-30,,10981.71
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-10-30,,8011.78
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-10,,3780.96
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-11,,330.97
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-07,,400.83
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-08-01,,-118872.74
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-07,,362.09
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-08-01,,92491.28
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-17,,264.06
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-04-28,,618.72
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,USD,2025-07-08,,-43837.36
2025-05-30,PIMCO FUNDS,PIMCO Low Duration ESG Fund,0000810893,SWO,,EUR,2025-04-07,,-115.81
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-05-23,,-506407.8
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,40140.06
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-28,,7630.88
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-17,,6360.63
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,137755.48
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-14,,9811.75
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-24,,107610.58
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-28,,18325.15
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,-24219.24
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-10,,10927.95
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-17,,-1737.17
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-13,,-1982.76
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-10,,11657.96
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,-18024.36
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-20,,-43495.68
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,25010.46
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,36104.48
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-13,,-83919.63
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-23,,-74435.32
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-28,,-40909.65
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-05-13,,-67867.83
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-14,,3214.26
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-23,,134691.15
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-24,,-72352.55
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-05-13,,-43545.24
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-28,,-13894.61
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,-77685.61
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,-10201.07
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-14,,-4340.84
2025-05-30,PIMCO FUNDS,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-14,,14325.66
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,331717.68
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,-1033053.37
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-28,,-36801.94
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-24,,-998465.24
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,-133634.01
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-07,,17436.48
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-21,,-120780.8
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-20,,-1064140.32
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-24,,-59783.61
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-13,,-21195.56
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-07,,42002.8
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,164923.29
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,120871.52
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-11,,102267.85
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,390056.67
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-24,,38750.27
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-17,,82235.63
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-23,,-965928.05
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,-60081.2
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-20,,-60834.0
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,1829636.32
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-17,,28415.82
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-24,,1484187.48
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-14,,68782.77
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,-234119.32
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-07,,30305.75
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-07,,34248.67
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-05-14,,-35762.74
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-23,,1751801.26
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-20,,-793883.7
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-05-23,,-7740804.98
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-07,,-5037.57
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-28,,20211.52
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-21,,141506.56
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-04-14,,-16900.38
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-11,,46071.93
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-05-14,,-571205.54
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,EUR,2025-04-07,,26002.22
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-06-25,,-100913.5
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,380666.8
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-08-13,,-495.69
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-09-25,,-189255.78
2025-05-30,PIMCO FUNDS,PIMCO International Bond Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-05-13,,-555577.2
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-08-01,,-113704.36
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-14,,363.93
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-14,,774.36
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-10,,3150.8
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-14,,-234.64
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-08-01,,88469.92
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-28,,412.48
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-10-30,,7021.56
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-10-30,,-11014.38
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-07-08,,-44782.64
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-08-01,,59468.64
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-10-30,,9624.42
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-14,,-89.42
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-10,,2953.5
2025-05-30,PIMCO FUNDS,PIMCO Low Duration Fund II,0000810893,SWO,,USD,2025-04-28,,-751.06
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-05-21,,40924.6
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-17,,107795.94
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-28,,187778.89
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-07,,65544.88
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-24,,94747.77
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-14,,-383809.18
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-13,,-854088.79
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-04,,534009.15
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-12,,-120012.33
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-14,,123510.42
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-28,,-419203.59
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-16,,179359.78
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-20,,-18915.12
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-21,,99496.8
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-20,,-262824.0
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-14,,66229.31
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-16,,-1718.36
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-18,,-11282.07
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-21,,-84924.0
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-05,,994070.35
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-09,,-211496.5
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-09,,-229149.11
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-28,,-132186.56
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-17,,37749.6
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-07,,69345.07
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-07,,-20034.51
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-05-05,,278462.1
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-14,,-30939.32
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-17,,79482.66
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-26,,-621356.54
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-04,,1602089.3
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-07,,81567.62
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-18,,44385.27
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-25,,-42227.12
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-25,,28254.87
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-16,,-300649.44
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-13,,879974.94
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-14,,-37425.08
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-21,,1048812.0
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-30,,-993714.65
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-14,,-249299.88
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-24,,-146176.11
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-11,,31758.32
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-05-06,,-103403.38
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-18,,-38830.72
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-14,,21696.29
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-05,,-820747.59
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-04,,-1686864.27
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-04,,-585280.05
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-04,,-2566.41
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-17,,-60529.13
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-05-05,,-657248.21
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-11,,70495.31
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-07,,69984.71
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-14,,-191488.0
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-14,,125919.78
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-18,,48919.59
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-26,,55008.18
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-14,,-128928.68
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-30,,119851.45
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-28,,72596.48
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-07-21,,-755723.84
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-17,,27726.23
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-08-12,,109185.09
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,EUR,2025-04-07,,80384.68
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-06-18,,48881.97
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-17,,-29440.46
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-10,,232529.04
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund,0000810893,SWO,,USD,2025-04-10,,217968.3
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-10,,6497.7
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-08-04,,-57773.93
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-24,,-5183.55
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-17,,-1097.16
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-21,,-2830.8
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-07-17,,12791.85
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-06-16,,-10395.84
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-07-17,,-20684.41
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-06-09,,-8849.9
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-08-04,,34361.1
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,EUR,2025-04-07,,-752.74
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,EUR,2025-04-07,,2212.95
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-30,,-34636.69
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,EUR,2025-04-17,,2640.62
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-08-04,,55139.7
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-08-12,,-9697.97
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-05-05,,9715.65
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-07-16,,-61.41
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-08-04,,-37480.99
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-08-12,,8934.52
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-17,,4017.24
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,EUR,2025-04-07,,2605.45
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-06-18,,1705.18
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-06-26,,-18603.49
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-06-18,,-403.21
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-06-20,,-9118.0
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-07-21,,-27091.5
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,EUR,2025-04-11,,2647.71
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-07-14,,-6631.68
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-24,,3359.85
2025-05-30,PIMCO FUNDS,PIMCO Total Return ESG Fund,0000810893,SWO,,USD,2025-04-10,,6931.76
